OTU	A01	A02	A03	A04	A05	A06	A07	A08	A09	A10	A11	A12	A13	A14	A15	A16	A17	A18	A19	A20	A21	A22	A23	A24	A25	A26	A27	A28	A29	A30	realm	phylum	class	order	family	genus	species
ZOTU1	27794	29089	24165	14216	92450	73450	11078	15206	17997	10744	22097	20731	58864	33201	72318	6851	10159	8816	77549	129236	81776	295793	153839	162847	120994	82761	71017	77	15	191	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacteriales	 Enterobacteriaceae	 Escherichia-Shigella	 
ZOTU3	99818	8639	72275	40153	13605	10599	69216	50602	62838	48302	56800	60849	20901	10771	20707	62513	80511	94446	33176	1660	30605	5000	2638	3065	29252	24228	33341	23155	21640	57503	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Faecalibacterium	 uncultured_bacterium
ZOTU123	701	488	195	131	907	689	1306	1119	1286	210	208	341	990	617	910	212	213	345	33	13	43	112	61	78	106	65	54	645	690	441	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminococcaceae_UCG-002	 uncultured_bacterium
ZOTU18	2489	4877	1873	1132	8434	6831	3051	3511	4314	1494	2123	2202	12182	5503	10152	1952	2011	2777	1018	838	1539	3927	1887	2546	2278	2182	2032	8829	7798	8820	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Christensenellaceae	 Christensenellaceae_R-7_group	 uncultured_bacterium
ZOTU38	18337	2972	14228	11969	2333	2200	16356	14218	20324	8519	14803	14227	3730	1697	3375	10948	13254	16536	97	131	81	100	54	46	3038	85	81	10060	9962	11220	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 
ZOTU4	13093	3594	13004	8672	5935	4599	9776	12688	13791	6785	9973	8393	7226	4256	10377	2836	3016	4007	6	13	8	23	2	10	6	2	3	8085	7004	18	Bacteria	 Firmicutes	 Negativicutes	 Selenomonadales	 Acidaminococcaceae	 Phascolarctobacterium	 
ZOTU6	24874	25	56655	40070	24	8	1215	8	10	23520	56073	39641	47	18	14	40013	73534	69780	119418	135054	9053	321	18	39	1	27	24	8	5	19	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae_1	 	 
ZOTU32	4874	227	2556	1046	300	229	7564	2678	7200	1675	1648	3256	569	279	512	1951	2282	2839	38	16	34	49	36	36	83	50	52	1391	1447	1084	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
ZOTU345	397	23	176	168	13	10	435	558	683	134	165	265	55	17	21	157	161	268	0	1	1	0	0	1	7	0	0	13	18	101	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 
ZOTU8	4868	1007	3858	2972	2391	1979	5463	9720	8157	1709	2415	1865	3216	1650	3618	2726	3020	3521	28812	19859	33762	5939	2960	3628	24151	44646	37975	2612	2036	10351	Bacteria	 Actinobacteria	 Actinobacteria	 Bifidobacteriales	 Bifidobacteriaceae	 Bifidobacterium	 
ZOTU23	8133	2197	16528	11164	116	71	6487	4739	7540	5635	7981	6558	101	45	106	149	313	314	671	3	1280	8	4	6	1	0	0	102	213	718	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Alcaligenaceae	 Sutterella	 
ZOTU2	27525	2431	24980	19941	5348	3832	18496	28955	34041	9513	13472	9275	8559	3671	8397	12383	15392	14851	31128	3691	42580	8093	4167	4893	23219	44616	40701	4075	3438	12290	Bacteria	 Actinobacteria	 Actinobacteria	 Bifidobacteriales	 Bifidobacteriaceae	 Bifidobacterium	 
ZOTU482	372	529	751	314	683	506	55	47	54	310	625	471	1650	747	1133	616	1092	749	671	400	787	968	658	522	586	1396	1235	7003	8443	16010	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
ZOTU5	11834	3338	21641	14090	7409	5491	7409	2593	9268	10341	15552	11698	11725	5354	12300	12762	16721	15581	11869	311	10080	2853	1070	1432	1170	1579	1287	4734	3492	6392	Bacteria	 Actinobacteria	 Coriobacteriia	 Coriobacteriales	 Coriobacteriaceae	 Collinsella	 uncultured_bacterium
ZOTU1316	19	2	8	4	3	5	12	5	15	2	3	8	11	8	2	0	4	2	3	1	4	9	4	5	1	1	1	0	0	0	Bacteria	 	 	 	 	 	 
ZOTU58	2778	904	642	387	1273	782	4503	4784	5491	361	453	494	2809	1185	2079	550	535	782	0	2	1	0	2	0	2	0	1	4090	3391	3	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Desulfovibrionales	 Desulfovibrionaceae	 Desulfovibrio	 
ZOTU9	16961	535	1078	844	997	757	33625	260	2067	1849	561	4429	1320	652	1238	700	754	2758	184	67	237	646	410	409	462	399	383	883	699	2363	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
ZOTU208	674	3	32	18	6	4	1161	867	1072	34	31	50	13	4	25	44	35	59	1	1	1	5	2	5	5	0	4	7	7	14	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
ZOTU22	7827	353	3306	4751	1002	829	4118	7458	7794	2289	3505	2713	1388	655	1518	3803	5092	4600	17098	2840	25902	1599	713	935	14558	38262	29998	1227	1120	4354	Bacteria	 Actinobacteria	 Actinobacteria	 Bifidobacteriales	 Bifidobacteriaceae	 Bifidobacterium	 
ZOTU194	3765	531	2267	1990	812	441	4896	4047	5942	1434	2175	2005	1535	692	1039	1777	2298	2697	0	2	0	0	0	4	35	0	0	581	617	6	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Porphyromonadaceae	 Parabacteroides	 
ZOTU940	89	13	120	118	22	13	61	33	92	47	79	40	38	14	18	59	44	72	173	4	174	4	2	3	3	22	21	3	8	26	Bacteria	 Actinobacteria	 	 	 	 	 
ZOTU108	6006	1469	4578	3750	1941	1234	7593	8470	10008	3061	4998	4015	4844	2002	2869	4484	5341	6906	889	398	1036	441	228	259	20143	675	890	1108	1295	5586	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Porphyromonadaceae	 Parabacteroides	 
ZOTU1230	147	32	119	115	27	13	81	11	48	124	146	124	55	18	23	122	78	165	30	0	8	2	0	0	1	1	4	25	17	24	Bacteria	 Actinobacteria	 Coriobacteriia	 Coriobacteriales	 Coriobacteriaceae	 Collinsella	 uncultured_bacterium
ZOTU1294	46	0	170	70	0	0	5	0	0	59	166	57	0	0	0	133	219	228	4	2	1	0	0	0	0	0	0	0	0	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
ZOTU182	744	11	2440	1015	13	10	564	273	413	1327	1626	1059	36	12	27	41	53	102	1	0	0	0	0	1	0	0	1	25	38	2	Bacteria	 	 	 	 	 	 
ZOTU136	1086	49	416	310	77	66	4277	1996	3499	340	493	720	105	54	87	668	651	982	108	46	122	255	110	165	195	225	236	3612	3286	2226	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminococcaceae_UCG-002	 
ZOTU29	873	125	17708	3768	144	101	21	15	11	6486	11003	4694	245	148	242	12377	20253	17187	44	32	69	124	104	84	76	121	104	3984	4070	2612	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
ZOTU1069	433	17	198	154	17	8	201	189	243	117	149	138	53	16	36	174	149	202	109	4	102	8	4	2	57	100	100	27	33	98	Bacteria	 Actinobacteria	 Actinobacteria	 Bifidobacteriales	 Bifidobacteriaceae	 Bifidobacterium	 
ZOTU836	46	120	47	33	133	63	24	10	13	33	73	43	176	110	117	26	28	46	128	156	70	67	49	36	104	170	120	0	0	1	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacteriales	 Enterobacteriaceae	 Escherichia-Shigella	 
ZOTU147	1240	256	1069	876	291	198	1579	1243	1688	701	1111	1035	656	279	428	939	1222	1367	22	24	23	9	2	3	3607	42	34	171	214	286	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 
ZOTU1453	319	17	101	115	10	7	145	112	180	91	84	85	36	13	9	115	74	137	68	5	86	4	1	0	33	67	64	14	19	67	Bacteria	 Actinobacteria	 Actinobacteria	 Bifidobacteriales	 Bifidobacteriaceae	 	 
ZOTU10	4395	9008	11859	8142	10548	8013	568	835	869	6664	11590	6209	23212	11131	22387	12969	18346	13018	1472	779	1685	3564	2328	2324	2647	3805	3459	15042	17225	17944	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
ZOTU1286	160	88	275	254	3	1	136	11	28	130	184	143	6	2	1	3	4	13	1	0	1	0	0	0	0	0	0	4	8	11	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Alcaligenaceae	 Sutterella	 uncultured_bacterium
ZOTU1151	4	28	2	1	49	24	1	2	3	2	4	4	39	27	57	2	1	4	2	1	1	5	6	4	2	3	2	0	0	0	Bacteria	 	 	 	 	 	 
ZOTU1327	202	7	111	101	9	7	121	143	187	44	66	61	15	8	10	64	69	83	121	2	230	3	1	2	61	159	167	13	13	56	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Faecalibacterium	 uncultured_bacterium
ZOTU674	879	199	334	428	395	354	694	1504	1099	487	540	693	690	338	872	500	388	538	667	16	1179	76	40	63	868	88	119	1213	1140	1606	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Butyricicoccus	 
ZOTU1417	166	32	181	151	18	16	88	24	31	73	214	152	30	24	23	54	42	92	0	0	0	0	0	0	0	0	0	56	72	0	Bacteria	 Firmicutes	 Negativicutes	 Selenomonadales	 Acidaminococcaceae	 	 
ZOTU7	2744	28782	1393	386	84770	73703	2126	2616	2318	651	1251	505	60519	36434	64057	1187	2113	1549	864	51	1387	56178	45566	23602	4822	1130	2135	320	426	2491	Bacteria	 Firmicutes	 Erysipelotrichia	 Erysipelotrichales	 Erysipelotrichaceae	 Erysipelotrichaceae_UCG-003	 uncultured_bacterium
ZOTU71	1692	102	753	349	70	51	1890	1358	1266	532	910	1170	191	78	200	586	864	1073	2	2	1	0	1	0	198	6	5	173	231	32	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 
ZOTU1064	661	131	444	306	115	59	710	92	157	382	527	445	257	132	132	583	529	960	31	1	35	10	0	3	8	36	37	377	437	678	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Faecalibacterium	 uncultured_bacterium
ZOTU225	315	55	277	217	65	37	420	310	440	191	306	251	167	79	127	247	276	339	1	10	5	0	0	0	762	9	4	43	54	26	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 
ZOTU126	530	343	1266	641	677	474	150	160	180	426	671	437	903	447	957	712	965	907	0	0	0	0	0	0	0	0	1	957	805	0	Bacteria	 Actinobacteria	 Coriobacteriia	 Coriobacteriales	 Coriobacteriaceae	 Olsenella	 
ZOTU990	534	1	400	389	0	0	30	0	0	323	566	557	1	0	0	376	429	777	291	24	29	1	1	0	0	0	1	3	1	5	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
ZOTU827	95	0	62	57	0	0	5	0	0	38	76	129	0	0	0	58	60	108	2	0	0	0	0	0	0	0	0	0	1	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
ZOTU238	4989	51	121	101	72	57	2710	2265	3252	62	83	66	184	76	130	64	81	104	0	0	1	1	0	1	0	0	0	13	4	0	Bacteria	 Firmicutes	 Erysipelotrichia	 Erysipelotrichales	 Erysipelotrichaceae	 Faecalitalea	 uncultured_bacterium
ZOTU17	1339	2100	1491	700	3410	2647	1001	1426	1303	604	1169	867	4791	2347	6276	927	1229	1238	846	440	1050	1518	1077	992	1357	1655	1602	6194	5940	11374	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Subdoligranulum	 uncultured_bacterium
ZOTU40	1049	168	820	364	104	134	9	10	5	514	841	856	370	219	640	1742	1831	4142	142	76	122	190	221	162	201	363	385	1801	1978	4438	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
ZOTU945	339	8	172	168	17	14	179	129	169	106	140	89	35	19	14	133	91	157	67	0	90	4	0	3	26	53	61	6	8	47	Bacteria	 	 	 	 	 	 
ZOTU1157	393	47	139	158	28	12	185	126	175	129	202	197	56	34	41	45	33	115	0	0	0	0	0	0	0	0	0	41	47	0	Bacteria	 Firmicutes	 	 	 	 	 
ZOTU83	1633	442	2255	1517	824	528	2104	1462	2857	1443	2184	1667	1662	761	1081	1968	2626	2866	2933	215	3111	581	284	380	23352	2613	2517	7220	8426	21425	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 
ZOTU1253	34	0	28	30	0	0	2	0	0	10	37	38	1	0	0	26	23	40	3	12	0	0	0	0	0	0	0	0	0	0	Bacteria	 	 	 	 	 	 
ZOTU1422	185	54	55	66	126	72	48	21	60	38	105	109	127	59	48	22	10	37	77	14	93	77	51	51	39	54	50	0	0	1	Bacteria	 	 	 	 	 	 
ZOTU938	668	10	32	24	5	5	761	10	40	52	19	123	21	8	8	16	18	62	3	0	0	1	0	1	3	3	4	11	18	65	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
ZOTU19	1118	979	5315	2703	610	584	53	132	119	3670	9374	4586	2379	1189	3048	9619	12889	20476	73	37	57	155	153	94	142	225	271	4729	3906	2718	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
ZOTU316	1221	113	6276	10378	183	156	405	60	72	5074	3772	5491	255	165	283	6543	5954	11093	161	92	196	497	338	355	319	337	275	222	224	2068	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
ZOTU487	7	15	8	7	19	8	0	0	0	4	6	6	35	16	44	4	0	0	36	15	20	39	26	21	2	3	3	7	16	437	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pasteurellales	 Pasteurellaceae	 Haemophilus	 uncultured_bacterium
ZOTU26	1381	2702	510	465	4124	3351	740	1322	959	550	1185	850	6651	3298	10480	1067	1374	1391	693	78	834	643	450	370	588	855	913	10571	9517	2386	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Subdoligranulum	 uncultured_bacterium
ZOTU233	237	13	30	20	12	8	2165	488	1322	11	6	12	26	18	26	8	14	18	24	6	22	64	35	48	51	47	33	37	17	326	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminiclostridium_9	 
ZOTU876	358	0	378	224	1	0	35	1	0	225	488	336	1	0	1	333	401	597	50	26	8	0	0	0	0	0	0	1	2	1	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae_1	 	 
ZOTU42	706	3704	967	435	3766	3744	300	801	776	374	597	572	5570	3183	4968	607	868	872	232	54	354	590	335	391	360	625	582	3057	2832	2211	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 Blautia	 
ZOTU88	1052	103	1553	1345	95	54	1623	2280	1532	645	1028	617	193	85	173	1144	1389	1386	2233	745	2670	1649	886	962	1149	3694	3325	581	741	18037	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Faecalibacterium	 uncultured_bacterium
ZOTU239	814	13	293	234	11	19	945	275	983	172	152	278	21	8	18	192	237	285	6	0	5	14	9	16	120	9	15	37	25	140	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
ZOTU61	328	1222	474	155	1067	1061	559	229	377	248	359	339	1792	960	1782	413	477	498	0	1	0	0	0	1	0	1	0	1246	1459	1	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Porphyromonadaceae	 Barnesiella	 
ZOTU1218	101	19	58	40	6	12	0	0	0	50	81	66	32	22	25	144	106	412	1	1	2	0	5	3	1	6	2	168	207	333	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
ZOTU946	354	53	144	154	55	24	188	100	160	109	216	212	73	47	40	43	40	90	0	0	0	0	0	0	0	0	0	32	53	1	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
ZOTU1438	71	7	31	55	2	1	45	66	96	22	21	13	17	10	4	26	12	25	8	1	9	0	1	0	42	10	10	2	2	7	Bacteria	 Bacteroidetes	 	 	 	 	 
ZOTU992	197	4	19	8	6	2	186	3	25	23	8	53	9	4	4	9	2	22	2	0	0	1	0	0	0	0	0	1	2	5	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
ZOTU640	6	22	5	1	25	14	1	1	5	1	1	2	45	12	25	3	4	8	0	0	0	0	0	0	0	0	0	29	22	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
ZOTU125	211	566	332	188	825	732	210	268	276	201	265	319	1149	610	1152	227	268	332	112	48	151	371	159	228	236	249	197	1453	1158	1904	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Christensenellaceae	 Christensenellaceae_R-7_group	 
ZOTU866	317	107	185	154	110	56	204	131	149	127	213	177	167	103	156	68	43	98	0	0	0	0	0	0	0	0	0	183	237	0	Bacteria	 Firmicutes	 Negativicutes	 Selenomonadales	 Acidaminococcaceae	 Phascolarctobacterium	 
ZOTU301	1917	6009	1742	1000	9022	7009	1620	2335	2773	835	1156	1249	13251	6348	10709	1110	1434	1679	100	105	143	389	191	237	251	308	233	2547	2698	1617	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminococcaceae_UCG-014	 uncultured_bacterium
ZOTU335	105	140	56	55	122	112	124	103	127	32	89	83	241	126	236	67	93	92	2	0	2	4	1	0	7	2	2	92	132	34	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Rikenellaceae	 Alistipes	 
ZOTU864	206	1	309	222	0	0	19	0	0	143	432	296	0	0	0	301	345	573	37	11	10	1	0	0	0	0	0	0	0	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae_1	 Clostridium_sensu_stricto_1	 
ZOTU162	198	332	139	122	414	295	41	73	61	98	171	183	547	306	494	58	64	75	0	0	0	0	0	0	0	0	1	264	266	0	Bacteria	 Verrucomicrobia	 Verrucomicrobiae	 Verrucomicrobiales	 Verrucomicrobiaceae	 Akkermansia	 uncultured_bacterium
ZOTU1117	111	7	78	22	3	5	193	11	53	46	55	96	19	9	5	70	64	111	0	0	0	0	0	0	1	3	0	55	81	23	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
ZOTU56	121	345	662	237	395	471	24	90	65	444	1258	559	798	452	2088	757	1676	882	91	24	56	146	150	90	180	167	180	7399	7187	1285	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 Blautia	 
ZOTU746	1	0	0	0	0	0	7	2	4	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminococcaceae_UCG-003	 
ZOTU75	183	6308	44	15	1817	1822	117	113	133	9	13	9	11698	3718	2939	15	36	16	13	3	21	2888	3314	1371	136	20	22	172	202	348	Bacteria	 Firmicutes	 Erysipelotrichia	 Erysipelotrichales	 Erysipelotrichaceae	 Erysipelotrichaceae_UCG-003	 
ZOTU662	16	0	0	1	0	0	129	29	88	0	0	0	0	0	2	1	2	3	0	0	0	1	0	0	0	0	0	1	1	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 Lachnoclostridium	 
ZOTU142	412	774	490	286	816	800	125	277	240	248	338	316	1703	911	1853	407	412	496	30	11	45	49	47	38	55	94	89	3060	2754	1423	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
ZOTU148	583	580	533	407	702	449	598	569	776	279	459	416	1073	532	817	410	530	548	319	268	384	424	253	213	1792	740	690	596	822	3998	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 
ZOTU1184	138	64	57	25	108	40	38	41	55	29	61	70	131	51	91	25	19	28	60	4	52	30	12	13	57	54	40	0	0	0	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacteriales	 Enterobacteriaceae	 Escherichia-Shigella	 
ZOTU91	1054	577	860	719	523	340	1132	498	1174	568	925	1207	873	423	800	870	840	1145	1	3	0	0	0	1	5	2	1	96	156	10	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 
ZOTU183	536	1661	455	276	2490	2020	457	743	748	256	471	327	3308	2100	4794	469	510	651	460	1024	385	102	58	57	3607	753	613	2331	2178	178	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Streptococcaceae	 Streptococcus	 
ZOTU953	139	60	68	32	101	45	62	37	61	49	75	76	119	62	68	30	28	38	70	15	111	51	31	16	96	223	169	0	0	0	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacteriales	 Enterobacteriaceae	 Escherichia-Shigella	 
ZOTU158	508	679	513	376	696	471	238	99	233	239	364	338	1032	463	801	225	292	323	0	0	0	0	1	0	0	0	0	864	1020	0	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Rikenellaceae	 Rikenellaceae_RC9_gut_group	 uncultured_bacterium
ZOTU1219	208	232	171	166	241	127	127	10	22	109	216	184	367	195	217	79	80	109	25	15	25	121	74	78	27	43	24	1	0	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
ZOTU939	292	145	241	198	78	38	247	27	39	196	286	248	163	108	71	264	265	511	15	0	12	7	2	1	5	37	24	155	166	323	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Faecalibacterium	 uncultured_bacterium
ZOTU879	99	27	77	95	39	15	45	11	39	51	114	86	61	34	44	25	21	40	0	0	0	0	0	0	0	0	0	16	11	0	Bacteria	 	 	 	 	 	 
ZOTU127	41	87	46	18	139	122	27	40	42	25	64	55	274	122	219	57	68	66	161	57	230	441	235	266	348	314	294	179	128	1836	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
ZOTU735	662	0	563	479	0	0	18	1	0	371	721	676	0	0	0	453	488	971	344	21	64	0	0	0	0	0	1	1	0	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae_1	 	 
ZOTU118	280	606	741	271	544	521	40	98	93	290	671	296	1334	662	1749	513	855	781	182	71	175	287	260	195	243	396	425	3343	3120	2147	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
ZOTU591	8	22	12	2	27	18	6	10	6	5	8	3	61	43	61	3	5	5	0	0	0	0	0	0	0	0	0	45	42	0	Bacteria	 Tenericutes	 Mollicutes	 Mollicutes_RF9	 uncultured_bacterium	 uncultured_bacterium	 uncultured_bacterium
ZOTU1118	51	10	419	489	7	5	11	0	4	361	380	515	13	4	1	461	381	1081	8	3	1	19	10	7	6	9	2	15	10	113	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
ZOTU169	36	43	71	24	68	64	20	23	10	28	57	49	85	44	109	39	76	43	10	6	11	25	16	14	15	21	33	1486	2823	1970	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
ZOTU1198	233	0	342	291	0	0	16	0	0	195	456	353	1	1	0	404	456	686	124	32	21	0	0	0	0	0	1	0	0	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
ZOTU477	627	99	416	294	73	45	555	346	441	179	509	437	177	47	136	338	442	544	11	4	14	27	21	17	354	33	26	103	159	512	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 
ZOTU1108	296	107	132	194	240	134	89	94	135	88	163	113	211	111	123	28	18	53	552	452	692	583	261	360	530	700	408	0	0	0	Bacteria	 Actinobacteria	 	 	 	 	 
ZOTU987	19	1	124	271	2	1	5	0	0	81	129	128	2	0	1	124	110	264	8	2	3	2	2	1	2	5	4	4	3	11	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
ZOTU908	158	48	79	46	121	79	46	62	66	33	71	85	81	61	73	24	25	31	156	31	174	139	64	71	181	121	106	2	1	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Faecalibacterium	 
ZOTU68	2558	4712	1444	738	6409	6200	1413	2369	2522	1096	2147	1426	9712	5387	17890	2101	3353	4572	522	165	424	1315	1119	763	1134	908	1040	7116	7606	8000	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminococcus_2	 uncultured_bacterium
ZOTU485	413	345	483	351	429	278	369	499	546	308	509	425	725	348	575	376	499	516	0	2	0	0	1	0	22	0	0	651	706	24	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 
ZOTU1288	634	46	369	350	34	21	763	35	65	335	368	396	80	54	39	391	328	757	8	0	14	2	2	3	12	7	9	150	157	268	Bacteria	 Firmicutes	 	 	 	 	 
ZOTU243	824	232	388	644	168	149	1061	736	2682	247	640	373	547	256	294	753	649	972	8	6	7	11	3	8	7	20	10	2169	1935	4859	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 
ZOTU1419	288	122	349	344	91	40	249	4	37	279	404	304	290	123	136	304	240	436	24	0	13	4	5	1	2	6	1	129	126	113	Bacteria	 Actinobacteria	 Coriobacteriia	 Coriobacteriales	 Coriobacteriaceae	 Collinsella	 uncultured_bacterium
ZOTU174	40	143	54	21	136	112	3	9	4	29	39	65	354	166	281	80	82	72	3	4	3	13	7	5	10	16	8	1257	1416	292	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
ZOTU1368	455	0	46	69	0	0	54	0	0	59	44	206	0	0	0	30	27	128	29	12	3	0	0	0	0	0	0	0	1	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
ZOTU962	510	20	591	537	10	7	70	14	31	346	817	691	24	11	21	492	558	1067	770	47	43	0	0	0	0	5	1	28	31	47	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Faecalibacterium	 uncultured_bacterium
ZOTU355	106	45	106	55	67	19	144	217	179	40	69	68	107	45	73	70	107	116	0	0	0	0	0	1	0	0	0	44	42	0	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Porphyromonadaceae	 Parabacteroides	 
ZOTU1228	186	3	12	26	3	1	237	9	33	15	4	26	9	2	7	2	4	16	3	0	10	2	0	1	1	11	7	0	4	15	Bacteria	 Firmicutes	 	 	 	 	 
ZOTU1509	311	252	262	248	15	5	101	54	124	109	226	203	7	7	2	0	0	2	30	0	58	0	0	0	0	0	0	0	0	0	Bacteria	 Proteobacteria	 	 	 	 	 
ZOTU1034	129	38	119	143	27	10	158	13	22	102	116	93	62	31	40	37	28	64	0	0	0	1	0	0	0	0	0	69	74	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
ZOTU1093	102	0	84	114	0	0	3	0	0	48	138	121	0	0	0	46	56	117	3	3	0	0	0	0	0	0	0	0	0	0	Bacteria	 Firmicutes	 	 	 	 	 
